employee_id,business_unit,job_role,age,gender,marital_status,education_field,distance_from_home_km,years_at_company,total_working_years,months_since_last_promotion,overtime,job_satisfaction,work_life_balance,performance_rating,stock_option_level,monthly_income,attrition
551,R&D-Platform,Associate,55,Male,Divorced,Technical Degree,17,1,9,0,No,2,2,3,1,51800,Yes
552,Finance,Analyst,44,Female,Divorced,Technical Degree,20,2,7,6,Yes,3,1,3,3,59400,No
553,Sales-East,Associate,33,Male,Divorced,Marketing,3,6,13,21,No,4,2,4,1,54800,No
554,Sales-East,Representative,24,Female,Married,Other,10,2,11,13,No,3,2,3,0,35700,No
555,Sales-West,Senior Analyst,56,Male,Single,Business,27,2,10,11,No,2,3,3,0,107700,No
556,Sales-West,Manager,55,Male,Married,Marketing,27,0,4,2,Yes,1,3,3,1,105700,No
557,Operations,Analyst,50,Male,Divorced,Life Sciences,22,2,8,15,Yes,4,3,3,2,59000,No
558,Sales-East,Analyst,25,Female,Single,Marketing,11,1,10,15,No,3,2,3,3,72300,No
559,Sales-West,Manager,42,Female,Divorced,Human Resources,7,1,7,4,No,3,2,3,0,135300,No
560,Sales-West,Executive,36,Male,Single,Life Sciences,10,3,10,6,No,4,3,4,2,195500,No
561,R&D-Platform,Associate,47,Male,Married,Human Resources,16,14,17,8,No,3,4,3,1,62000,No
562,Sales-East,Representative,55,Male,Married,Human Resources,8,1,1,11,Yes,2,4,3,1,30700,Yes
563,R&D-Platform,Representative,41,Female,Divorced,Other,13,8,9,6,Yes,2,4,3,1,42100,No
564,Sales-West,Senior Analyst,57,Male,Divorced,Human Resources,16,1,10,19,No,3,4,3,1,91200,Yes
565,Sales-West,Analyst,28,Female,Single,Technical Degree,21,3,5,8,No,4,3,3,0,74600,Yes
566,Customer Support,Associate,56,Female,Married,Other,28,1,2,11,No,2,3,3,0,51400,No
567,Sales-West,Representative,55,Male,Single,Human Resources,2,3,4,8,No,3,2,3,0,44600,No
568,HR,Senior Analyst,53,Male,Married,Life Sciences,16,0,2,9,No,2,3,3,0,88900,No
569,R&D-Core,Representative,58,Female,Single,Human Resources,17,7,14,12,No,1,3,3,2,38900,No
570,R&D-Core,Associate,30,Male,Married,Business,22,2,7,13,No,4,3,3,0,45800,Yes
571,Customer Support,Manager,28,Female,Married,Human Resources,5,25,29,13,No,3,1,3,2,247400,No
572,Sales-West,Analyst,22,Male,Single,Other,16,1,10,13,No,3,2,3,1,62600,No
573,Operations,Executive,50,Male,Married,Business,4,10,15,18,No,4,3,3,1,272500,No
574,Operations,Analyst,38,Female,Divorced,Business,3,0,1,12,No,1,3,3,1,49100,No
575,Finance,Analyst,32,Male,Single,Other,8,2,2,7,No,2,3,4,2,60100,Yes
576,Sales-East,Associate,23,Female,Divorced,Life Sciences,18,1,3,22,No,1,1,3,2,42100,No
577,Finance,Senior Analyst,31,Female,Married,Human Resources,14,1,5,6,No,1,3,3,0,90300,No
578,HR,Analyst,58,Male,Single,Life Sciences,18,1,1,9,No,3,4,3,1,56200,No
579,Customer Support,Analyst,23,Male,Divorced,Other,14,5,14,10,Yes,2,1,4,2,58500,Yes
580,Sales-West,Analyst,21,Female,Married,Life Sciences,18,4,4,9,No,3,4,3,1,66700,No
581,Operations,Analyst,30,Female,Married,Human Resources,19,7,7,19,Yes,2,1,3,2,53400,No
582,Operations,Analyst,33,Male,Married,Technical Degree,9,5,9,15,Yes,1,3,3,1,64300,Yes
583,Sales-East,Analyst,28,Female,Divorced,Life Sciences,6,5,13,10,No,4,3,3,1,72500,No
584,R&D-Core,Analyst,28,Male,Single,Business,8,0,5,12,No,1,2,3,0,52100,No
585,Sales-East,Representative,42,Male,Single,Business,27,4,9,11,Yes,3,2,3,0,39000,No
586,Customer Support,Manager,21,Male,Single,Life Sciences,10,2,7,13,No,1,1,3,1,114300,No
587,Operations,Associate,59,Male,Single,Life Sciences,28,6,9,17,No,4,3,3,0,51000,Yes
588,Operations,Associate,40,Female,Divorced,Technical Degree,1,4,4,16,No,4,1,3,2,51900,No
589,HR,Executive,35,Female,Married,Life Sciences,24,9,13,5,No,1,4,3,2,241200,No
590,Finance,Associate,23,Male,Married,Life Sciences,5,3,7,8,No,4,4,3,3,51600,No
591,Finance,Senior Analyst,28,Male,Divorced,Technical Degree,3,0,0,4,No,3,4,3,2,77600,No
592,HR,Analyst,56,Female,Married,Business,9,7,11,6,No,4,2,3,3,85500,No
593,Operations,Analyst,34,Male,Single,Marketing,4,5,12,13,Yes,4,3,3,0,71700,No
594,HR,Associate,47,Male,Married,Life Sciences,15,4,13,6,No,3,4,3,0,46700,No
595,R&D-Core,Analyst,27,Female,Married,Other,21,3,10,7,No,3,3,3,2,75700,No
596,R&D-Platform,Analyst,35,Female,Single,Business,27,6,9,5,No,2,3,4,0,67600,No
597,Sales-East,Senior Analyst,33,Female,Single,Technical Degree,16,2,4,14,Yes,3,3,3,2,110800,No
598,Finance,Manager,53,Female,Married,Human Resources,21,1,7,24,Yes,1,1,3,1,136000,No
599,Finance,Analyst,36,Male,Married,Technical Degree,20,1,1,9,No,4,3,3,3,61100,No
600,R&D-Core,Representative,52,Male,Single,Marketing,15,6,10,3,No,4,4,3,0,39100,No
601,Customer Support,Manager,56,Male,Divorced,Marketing,27,0,3,17,No,4,4,3,0,108500,No
602,Customer Support,Representative,33,Female,Single,Business,21,2,9,20,Yes,3,4,3,1,33800,Yes
603,R&D-Core,Senior Analyst,29,Male,Single,Other,5,4,8,7,No,2,4,4,0,92300,No
604,Sales-East,Analyst,54,Male,Single,Technical Degree,13,9,15,12,No,4,2,3,1,88300,No
605,Sales-East,Senior Analyst,57,Male,Married,Marketing,20,1,2,19,Yes,3,4,3,1,89600,Yes
606,Sales-West,Associate,57,Male,Married,Human Resources,2,0,9,5,Yes,3,2,4,1,44700,No
607,R&D-Core,Analyst,26,Male,Married,Life Sciences,4,4,12,5,Yes,2,3,4,0,70700,No
608,R&D-Platform,Associate,45,Male,Divorced,Human Resources,20,5,11,2,No,2,3,3,1,50000,Yes
609,Operations,Senior Analyst,25,Male,Single,Business,14,6,11,10,No,3,3,3,0,85800,No
610,Sales-West,Senior Analyst,34,Male,Divorced,Marketing,21,3,6,11,No,2,3,3,1,76800,No
611,Operations,Analyst,36,Male,Single,Marketing,8,6,11,23,Yes,4,2,3,2,82800,No
612,Finance,Manager,56,Male,Married,Technical Degree,20,3,7,19,No,4,4,3,0,126900,No
613,Customer Support,Representative,49,Female,Single,Business,29,1,7,10,No,3,2,3,2,42900,No
614,R&D-Core,Analyst,57,Female,Divorced,Business,25,1,9,2,No,2,3,3,0,75700,No
615,Sales-East,Representative,53,Female,Married,Business,9,10,13,12,No,2,1,4,0,47100,No
616,Customer Support,Manager,34,Male,Married,Other,23,2,5,12,Yes,1,4,3,2,139100,Yes
617,Sales-West,Associate,54,Female,Single,Technical Degree,27,5,14,7,No,4,4,3,2,49700,No
618,Sales-East,Senior Analyst,24,Male,Married,Other,25,2,11,14,Yes,4,2,3,2,89000,No
619,Customer Support,Manager,28,Female,Single,Marketing,20,9,15,9,Yes,1,3,4,2,154400,Yes
620,Finance,Analyst,54,Female,Married,Human Resources,2,3,7,4,Yes,1,3,3,0,65600,No
621,Sales-West,Analyst,23,Male,Married,Technical Degree,21,10,10,12,No,3,4,3,2,92000,No
622,Sales-West,Analyst,46,Male,Single,Other,29,6,15,11,No,4,2,3,2,70200,No
623,Operations,Analyst,55,Female,Married,Technical Degree,11,1,4,14,Yes,2,1,3,2,68500,No
624,Sales-West,Senior Analyst,30,Male,Divorced,Life Sciences,18,0,1,3,No,2,3,3,0,86500,No
625,Finance,Associate,48,Male,Single,Business,10,4,4,7,No,3,2,3,0,54300,Yes
626,Sales-East,Senior Analyst,43,Male,Married,Other,18,9,16,18,Yes,2,2,3,2,131600,Yes
627,Customer Support,Senior Analyst,48,Male,Single,Business,9,1,1,10,No,2,3,3,0,71900,Yes
628,Sales-East,Associate,33,Female,Single,Life Sciences,18,1,5,10,No,3,3,3,0,52900,No
629,R&D-Platform,Associate,25,Female,Married,Technical Degree,13,0,2,3,No,1,2,4,2,41900,No
630,Sales-East,Associate,56,Female,Married,Other,8,4,6,18,No,1,2,3,0,51800,No
631,HR,Representative,25,Male,Married,Life Sciences,21,3,7,14,No,3,4,3,0,36700,Yes
632,Customer Support,Associate,34,Male,Divorced,Business,9,6,11,11,Yes,4,3,3,0,50300,No
633,Sales-East,Senior Analyst,21,Male,Married,Marketing,16,6,9,9,Yes,2,2,4,2,84600,Yes
634,Sales-West,Representative,28,Male,Married,Technical Degree,26,5,5,7,No,2,3,3,3,27700,No
635,Customer Support,Analyst,46,Male,Married,Business,27,5,6,18,Yes,2,1,4,0,86700,No
636,HR,Analyst,22,Female,Married,Business,18,6,7,12,No,1,3,3,0,78300,No
637,R&D-Core,Senior Analyst,29,Female,Divorced,Human Resources,25,4,11,0,No,1,2,3,2,92900,Yes
638,Finance,Senior Analyst,34,Male,Married,Other,28,4,12,6,No,2,3,3,0,74600,Yes
639,R&D-Platform,Analyst,33,Female,Married,Marketing,8,1,6,4,No,2,4,3,1,66900,No
640,Customer Support,Executive,59,Male,Single,Life Sciences,7,1,6,15,Yes,3,3,3,1,220700,No
641,R&D-Core,Associate,28,Female,Divorced,Technical Degree,8,1,10,18,No,2,3,3,2,48900,No
642,Customer Support,Senior Analyst,29,Female,Single,Human Resources,17,9,12,13,No,4,2,3,0,86500,No
643,Finance,Associate,50,Female,Married,Technical Degree,4,9,15,7,No,3,2,3,1,53800,No
644,Customer Support,Associate,38,Female,Divorced,Life Sciences,18,3,4,24,No,4,2,3,1,50800,No
645,R&D-Core,Analyst,40,Female,Single,Technical Degree,9,11,14,13,Yes,1,2,3,0,79400,Yes
646,Finance,Manager,58,Male,Divorced,Human Resources,2,2,3,11,Yes,4,3,3,0,144400,Yes
647,Finance,Analyst,29,Male,Single,Human Resources,1,1,5,12,No,3,3,3,0,54900,Yes
648,R&D-Core,Senior Analyst,21,Female,Single,Life Sciences,19,2,4,5,Yes,2,2,3,0,83600,No
649,Sales-East,Associate,55,Male,Married,Other,13,2,11,15,Yes,4,3,4,0,33800,No
650,Operations,Associate,32,Female,Married,Business,12,4,8,8,Yes,3,3,3,1,57300,No
651,Finance,Analyst,33,Male,Married,Technical Degree,11,3,3,12,No,2,3,3,1,70600,No
652,Sales-West,Associate,53,Male,Divorced,Life Sciences,13,0,0,11,No,3,3,4,1,42800,No
653,Customer Support,Manager,45,Male,Married,Business,18,7,16,13,No,3,4,3,1,114600,No
654,Sales-West,Associate,24,Male,Divorced,Technical Degree,6,1,3,13,No,2,3,3,1,51300,No
655,R&D-Platform,Representative,55,Male,Single,Business,29,2,8,15,Yes,3,1,3,2,30900,No
656,Customer Support,Representative,57,Male,Single,Other,18,8,12,17,No,2,2,3,0,36900,No
657,R&D-Platform,Associate,21,Female,Single,Business,6,0,3,9,No,1,3,3,0,34800,No
658,Sales-West,Analyst,53,Male,Married,Marketing,20,2,10,10,Yes,1,4,3,0,52900,No
659,R&D-Core,Representative,27,Male,Married,Life Sciences,12,4,9,3,No,4,4,3,1,34900,No
660,Sales-East,Analyst,26,Female,Married,Other,26,2,10,13,Yes,4,2,3,0,55400,Yes
661,Sales-West,Senior Analyst,50,Male,Single,Life Sciences,28,6,7,4,No,2,4,3,1,113600,No
662,Sales-West,Analyst,44,Male,Married,Technical Degree,25,1,10,11,Yes,4,3,3,0,67200,No
663,Sales-West,Associate,38,Male,Divorced,Marketing,21,8,8,7,No,3,3,3,0,56400,No
664,Sales-East,Associate,42,Female,Single,Marketing,29,9,11,14,No,2,3,3,0,53300,No
665,R&D-Platform,Associate,28,Male,Single,Technical Degree,12,2,7,7,No,2,3,3,1,47500,No
666,Sales-West,Executive,48,Male,Divorced,Other,29,3,4,8,Yes,2,3,4,0,165300,No
667,Customer Support,Representative,34,Female,Divorced,Marketing,8,9,9,12,No,2,3,4,1,46600,No
668,Operations,Representative,32,Male,Divorced,Life Sciences,21,0,8,12,Yes,1,3,3,0,31100,Yes
669,Sales-West,Analyst,42,Male,Single,Technical Degree,26,1,3,5,No,4,4,3,1,58100,No
670,HR,Representative,35,Male,Married,Human Resources,9,6,12,6,No,3,3,3,0,43000,No
671,R&D-Platform,Manager,23,Female,Single,Marketing,19,6,13,12,No,2,4,3,0,126800,No
672,Sales-East,Senior Analyst,30,Male,Married,Other,16,0,2,8,No,3,3,3,0,70900,No
673,Sales-East,Manager,59,Male,Married,Marketing,25,4,12,21,No,3,1,4,1,151000,No
674,Operations,Analyst,32,Male,Single,Other,3,0,4,21,No,4,3,3,2,47600,No
675,R&D-Platform,Representative,36,Female,Married,Technical Degree,16,1,2,4,No,2,2,3,1,30500,Yes
676,Customer Support,Representative,27,Male,Married,Human Resources,17,2,11,12,Yes,3,3,4,0,31900,No
677,Sales-East,Manager,23,Male,Single,Marketing,12,1,8,11,Yes,4,2,3,0,112900,No
678,HR,Associate,56,Male,Single,Marketing,9,13,21,12,No,4,3,3,0,61500,No
679,Customer Support,Analyst,44,Female,Married,Marketing,22,2,3,24,No,1,2,3,3,39000,No
680,Customer Support,Senior Analyst,55,Female,Single,Human Resources,16,4,13,12,No,3,3,3,1,89500,No
681,Sales-East,Representative,53,Male,Divorced,Human Resources,25,6,15,7,Yes,4,3,3,2,48300,No
682,R&D-Platform,Analyst,35,Female,Divorced,Marketing,22,3,7,15,No,2,3,3,0,74800,Yes
683,R&D-Core,Executive,39,Female,Divorced,Life Sciences,25,1,10,2,No,3,1,3,0,205100,No
684,Customer Support,Senior Analyst,48,Male,Married,Marketing,2,8,9,12,Yes,2,3,3,2,104400,No
685,Sales-East,Associate,51,Female,Single,Other,21,9,12,15,No,2,3,3,0,58700,No
686,Sales-West,Associate,40,Male,Single,Marketing,26,18,23,5,No,1,3,3,1,64700,No
687,Customer Support,Senior Analyst,22,Female,Single,Other,23,15,22,14,Yes,3,2,3,1,98400,No
688,R&D-Platform,Analyst,31,Male,Single,Marketing,2,0,1,4,No,2,3,3,1,62600,No
689,R&D-Platform,Manager,33,Male,Single,Marketing,1,5,5,9,No,1,3,3,1,155900,No
690,Operations,Representative,34,Male,Divorced,Life Sciences,15,7,8,19,Yes,2,3,3,0,43900,No
691,R&D-Core,Executive,43,Female,Divorced,Human Resources,24,0,0,9,Yes,2,4,3,1,179400,No
692,Sales-East,Representative,58,Female,Married,Business,7,9,9,11,No,3,3,3,1,49100,No
693,R&D-Core,Analyst,26,Male,Single,Technical Degree,14,0,7,4,No,4,4,3,2,62300,No
694,Sales-East,Associate,34,Male,Divorced,Life Sciences,2,3,5,10,No,4,3,3,1,55700,No
695,Sales-East,Analyst,31,Male,Divorced,Other,13,4,7,8,Yes,4,4,3,0,63800,No
696,HR,Analyst,43,Male,Married,Human Resources,14,4,5,11,No,4,3,4,1,52600,No
697,Operations,Analyst,52,Female,Single,Business,12,2,11,14,No,4,3,4,0,67400,No
698,HR,Senior Analyst,57,Female,Single,Technical Degree,8,8,10,8,No,2,1,4,2,116700,No
699,Finance,Senior Analyst,40,Male,Married,Marketing,20,2,9,1,No,3,3,3,1,81600,No
700,R&D-Core,Manager,32,Male,Divorced,Human Resources,3,1,7,5,Yes,4,3,4,0,127100,Yes
701,HR,Senior Analyst,29,Female,Single,Other,23,3,7,8,No,4,4,3,1,100700,No
702,Customer Support,Analyst,52,Male,Married,Human Resources,24,19,25,16,Yes,3,4,3,0,63100,No
703,HR,Analyst,22,Female,Married,Technical Degree,4,6,11,3,Yes,1,4,3,1,91800,Yes
704,Customer Support,Analyst,25,Female,Divorced,Technical Degree,8,10,10,9,No,2,3,3,3,85300,No
705,HR,Analyst,23,Male,Single,Marketing,16,23,29,8,No,2,3,4,3,98900,No
706,Sales-West,Representative,49,Female,Married,Business,28,6,14,5,Yes,4,3,3,0,35500,No
707,HR,Associate,54,Male,Married,Human Resources,27,7,12,11,Yes,4,3,3,0,44000,Yes
708,R&D-Platform,Senior Analyst,52,Male,Married,Human Resources,18,2,10,13,No,3,3,3,1,126600,Yes
709,Sales-West,Analyst,31,Male,Divorced,Life Sciences,2,6,14,6,No,1,4,3,3,68000,No
710,HR,Representative,53,Male,Divorced,Other,11,2,11,10,No,4,1,3,2,40200,No
711,Customer Support,Senior Analyst,21,Male,Divorced,Technical Degree,16,16,23,10,Yes,4,4,3,1,115700,No
712,Sales-East,Associate,59,Male,Single,Human Resources,2,1,3,9,No,4,2,3,2,44500,No
713,HR,Analyst,44,Female,Single,Business,13,3,11,7,No,4,1,3,3,70600,No
714,Customer Support,Analyst,48,Male,Single,Other,25,5,12,24,Yes,4,3,3,0,61100,Yes
715,R&D-Core,Analyst,24,Male,Single,Other,2,2,6,11,No,2,1,3,0,63000,No
716,Sales-West,Associate,59,Female,Single,Other,4,8,13,29,No,1,3,3,2,54400,No
717,R&D-Core,Senior Analyst,36,Female,Married,Human Resources,23,8,14,27,No,4,2,3,2,111500,No
718,HR,Representative,31,Female,Single,Business,23,12,19,6,No,4,4,4,1,52600,No
719,Finance,Analyst,54,Female,Single,Business,28,0,3,8,No,2,3,3,0,58700,No
720,HR,Senior Analyst,41,Male,Married,Marketing,16,1,10,5,No,3,2,3,0,102400,No
721,Sales-East,Analyst,26,Male,Married,Other,10,0,0,15,No,1,3,3,0,56500,Yes
722,Customer Support,Associate,29,Female,Divorced,Technical Degree,14,1,1,11,Yes,1,3,3,1,44200,No
723,Operations,Representative,35,Male,Married,Other,11,2,11,16,No,4,4,3,3,37500,No
724,Sales-East,Analyst,24,Male,Single,Life Sciences,3,9,17,7,Yes,4,1,3,0,73800,No
725,Sales-West,Analyst,40,Male,Divorced,Marketing,27,1,3,4,No,2,4,3,1,67600,No
726,Sales-West,Senior Analyst,38,Male,Single,Business,13,5,13,2,Yes,3,4,3,0,63800,No
727,Customer Support,Analyst,46,Male,Married,Business,12,5,9,18,Yes,4,2,3,1,54100,No
728,Operations,Senior Analyst,49,Female,Single,Human Resources,1,10,16,10,Yes,3,3,3,3,81200,No
729,Sales-East,Analyst,26,Male,Single,Marketing,10,8,12,26,No,3,3,3,2,87100,Yes
730,R&D-Core,Associate,51,Male,Married,Business,23,7,11,15,No,4,3,4,1,59900,No
731,Sales-West,Analyst,53,Female,Married,Life Sciences,1,5,10,3,No,1,2,3,0,63100,No
732,R&D-Platform,Senior Analyst,21,Male,Married,Life Sciences,21,21,26,6,No,4,4,4,0,145100,No
733,Operations,Executive,50,Female,Married,Other,10,3,6,25,Yes,3,3,3,0,153900,Yes
734,Sales-East,Representative,57,Female,Married,Life Sciences,4,12,13,10,Yes,3,3,3,1,45800,No
735,Sales-West,Senior Analyst,36,Male,Single,Other,13,0,1,7,No,2,4,3,0,100300,No
736,R&D-Platform,Associate,30,Male,Single,Human Resources,15,5,12,14,No,2,3,3,0,55800,No
737,R&D-Platform,Representative,42,Female,Married,Life Sciences,23,1,3,10,No,3,3,3,0,45400,No
738,Customer Support,Representative,32,Male,Married,Business,6,1,6,16,No,2,3,3,1,33900,No
739,R&D-Platform,Analyst,29,Male,Single,Human Resources,24,10,19,4,No,4,3,3,0,89000,No
740,Sales-East,Representative,53,Male,Single,Life Sciences,21,1,6,10,No,1,2,3,0,36500,Yes
741,R&D-Core,Analyst,44,Male,Married,Technical Degree,20,3,5,4,No,3,3,3,0,68000,No
742,Operations,Representative,55,Male,Married,Life Sciences,6,1,8,15,Yes,2,3,4,2,37200,No
743,Customer Support,Associate,48,Male,Single,Life Sciences,6,3,5,16,No,1,3,3,0,53700,No
744,Sales-East,Manager,49,Male,Divorced,Marketing,6,5,6,15,Yes,4,3,3,1,160400,Yes
745,Customer Support,Associate,51,Female,Divorced,Marketing,21,2,10,17,No,4,3,3,0,48100,No
746,R&D-Core,Manager,33,Female,Single,Technical Degree,9,15,15,7,No,3,3,3,0,182200,No
747,Customer Support,Representative,26,Male,Married,Technical Degree,22,4,10,14,Yes,2,2,4,0,38800,No
748,Sales-East,Executive,39,Female,Single,Life Sciences,29,9,10,12,Yes,3,3,3,0,236800,No
749,Customer Support,Associate,58,Male,Married,Business,25,4,12,10,No,1,4,3,3,45500,No
750,Sales-West,Manager,53,Female,Single,Life Sciences,24,0,0,3,No,4,3,3,1,134800,No
751,R&D-Platform,Analyst,49,Female,Single,Human Resources,19,5,10,3,No,3,3,3,0,75000,No
752,Finance,Senior Analyst,34,Female,Single,Marketing,12,13,21,2,No,4,2,3,0,123000,No
753,R&D-Platform,Representative,29,Male,Single,Human Resources,10,11,12,4,No,2,3,3,1,46500,No
754,Sales-West,Senior Analyst,52,Female,Married,Life Sciences,24,24,25,5,No,3,3,3,1,134600,No
755,Sales-East,Associate,38,Male,Single,Business,18,1,2,9,No,3,3,3,2,41100,No
756,Sales-West,Representative,51,Male,Divorced,Life Sciences,11,5,8,8,No,3,3,3,3,34800,No
757,Sales-East,Manager,29,Male,Divorced,Other,13,2,3,10,Yes,4,4,3,2,115100,No
758,Sales-West,Associate,39,Male,Single,Life Sciences,6,9,15,3,No,3,3,3,0,63700,No
759,Sales-East,Manager,52,Female,Married,Business,4,4,4,11,Yes,3,2,3,0,141700,Yes
760,R&D-Platform,Associate,55,Male,Divorced,Technical Degree,27,1,3,5,No,3,3,3,0,38400,No
761,R&D-Core,Associate,22,Male,Single,Life Sciences,29,3,3,11,No,1,3,3,1,43300,No
762,HR,Manager,35,Female,Married,Business,2,2,11,7,No,3,4,4,0,148200,No
763,Sales-West,Representative,31,Male,Married,Other,4,8,10,4,No,4,3,3,0,52300,No
764,Sales-East,Analyst,50,Female,Single,Human Resources,24,3,12,11,Yes,4,2,3,2,72300,No
765,R&D-Core,Senior Analyst,51,Male,Single,Other,12,1,10,10,No,3,4,3,0,110400,No
766,Customer Support,Representative,45,Female,Single,Human Resources,28,5,8,13,Yes,4,3,3,2,37000,No
767,Sales-West,Senior Analyst,50,Female,Married,Other,27,0,0,9,No,2,3,3,1,89800,No
768,R&D-Core,Senior Analyst,33,Male,Single,Technical Degree,3,1,6,3,No,3,1,3,0,81000,Yes
769,Customer Support,Senior Analyst,23,Male,Married,Human Resources,15,6,7,12,No,2,2,3,1,127900,Yes
770,R&D-Core,Representative,41,Male,Divorced,Marketing,25,3,10,5,No,3,4,4,1,40300,No
771,Operations,Representative,21,Male,Married,Human Resources,2,0,9,17,No,1,1,3,0,37000,No
772,Operations,Analyst,44,Male,Single,Life Sciences,23,2,11,20,No,3,3,4,2,66800,Yes
773,R&D-Core,Analyst,44,Female,Divorced,Marketing,9,10,13,7,No,1,4,3,2,71900,No
774,Customer Support,Analyst,41,Male,Married,Marketing,2,3,9,10,Yes,3,4,3,1,65300,No
775,Sales-West,Associate,53,Female,Married,Life Sciences,19,3,11,1,No,4,2,3,1,35700,No
776,Sales-East,Executive,25,Female,Single,Other,13,0,4,18,Yes,4,2,3,2,171200,No
777,R&D-Platform,Associate,36,Male,Married,Marketing,6,0,3,7,No,3,3,3,1,39700,No
778,HR,Representative,59,Male,Married,Business,8,1,1,10,No,3,1,4,1,39700,Yes
779,Operations,Analyst,30,Female,Married,Business,22,4,5,12,Yes,2,3,3,1,78600,No
780,Sales-East,Analyst,58,Male,Married,Human Resources,12,4,10,9,Yes,2,3,3,0,69900,No
781,Finance,Representative,21,Male,Single,Other,25,3,5,1,Yes,2,3,3,0,33600,Yes
782,R&D-Platform,Analyst,22,Male,Divorced,Human Resources,12,0,6,16,No,3,4,3,0,52400,No
783,Sales-East,Senior Analyst,29,Male,Married,Other,2,3,4,19,Yes,4,2,3,2,101700,Yes
784,Operations,Associate,57,Male,Divorced,Business,12,4,10,18,Yes,1,1,3,0,49100,Yes
785,Finance,Analyst,46,Male,Single,Life Sciences,5,11,13,5,No,3,2,4,1,77900,No
786,Sales-East,Analyst,41,Male,Single,Business,1,9,12,9,Yes,4,4,3,0,66700,No
787,Operations,Senior Analyst,25,Female,Single,Human Resources,27,1,2,12,Yes,4,2,4,1,90800,Yes
788,Sales-East,Associate,25,Female,Single,Marketing,8,2,10,4,No,1,1,3,0,49300,No
789,Sales-East,Senior Analyst,54,Male,Married,Life Sciences,29,3,5,15,Yes,3,3,3,0,102500,No
790,R&D-Core,Associate,53,Male,Single,Business,9,1,6,6,No,4,3,3,0,41400,No
791,Operations,Analyst,23,Male,Single,Business,29,9,18,11,No,4,4,3,0,76500,No
792,Sales-East,Representative,37,Male,Single,Human Resources,19,3,6,13,No,2,4,3,2,31900,No
793,Operations,Analyst,42,Female,Divorced,Technical Degree,4,11,11,12,Yes,4,4,3,2,82700,No
794,HR,Associate,48,Male,Married,Marketing,21,5,7,4,Yes,4,4,3,2,52200,No
795,Sales-East,Analyst,21,Female,Divorced,Human Resources,1,3,9,8,Yes,4,1,3,1,63000,No
796,HR,Analyst,53,Male,Single,Marketing,22,0,0,7,No,4,4,3,1,67100,Yes
797,R&D-Platform,Senior Analyst,41,Female,Single,Human Resources,13,3,5,6,Yes,1,2,3,2,79100,Yes
798,HR,Analyst,41,Female,Divorced,Marketing,19,4,11,10,No,3,1,3,0,80600,No
799,Customer Support,Analyst,35,Female,Single,Business,3,2,11,11,Yes,3,4,3,0,67400,No
800,Finance,Senior Analyst,22,Female,Single,Human Resources,26,2,5,8,No,4,2,4,3,97300,No
801,Operations,Analyst,57,Male,Married,Marketing,5,2,8,7,Yes,4,2,4,3,66300,No
802,Sales-East,Representative,53,Female,Single,Other,17,5,13,12,Yes,3,3,3,0,37200,No
803,Customer Support,Senior Analyst,53,Male,Single,Human Resources,2,2,4,11,No,2,4,3,0,84800,No
804,R&D-Core,Analyst,48,Female,Married,Business,10,3,6,6,No,4,2,3,2,73600,No
805,Customer Support,Associate,39,Female,Married,Other,28,4,11,15,No,2,4,4,1,50800,No
806,Operations,Analyst,56,Male,Single,Life Sciences,2,3,6,10,No,3,4,3,2,68600,No
807,Operations,Executive,25,Male,Married,Human Resources,2,2,11,10,No,4,3,3,1,184600,No
808,Sales-West,Analyst,31,Male,Married,Life Sciences,22,5,12,8,Yes,2,2,3,0,76800,No
809,R&D-Platform,Analyst,38,Male,Divorced,Human Resources,12,0,8,4,No,4,2,3,0,65400,No
810,Operations,Representative,51,Male,Single,Marketing,17,4,7,17,Yes,1,2,3,2,33400,Yes
811,Operations,Analyst,34,Male,Single,Other,20,2,9,7,No,1,3,3,1,79400,No
812,R&D-Core,Associate,55,Male,Married,Life Sciences,5,7,16,5,No,3,3,3,1,61900,No
813,Operations,Senior Analyst,33,Female,Single,Human Resources,18,3,5,19,Yes,3,2,3,1,103000,No
814,R&D-Core,Representative,34,Female,Divorced,Life Sciences,15,1,6,7,No,2,3,3,1,37900,Yes
815,R&D-Core,Associate,33,Female,Divorced,Other,11,1,1,8,Yes,4,2,4,0,46500,No
816,Customer Support,Manager,36,Male,Married,Business,28,10,19,21,No,3,4,3,0,173900,No
817,R&D-Platform,Analyst,52,Male,Married,Human Resources,3,8,9,6,No,1,4,3,2,98600,No
818,R&D-Platform,Representative,34,Female,Single,Marketing,18,11,12,15,No,2,3,4,0,46500,No
819,R&D-Core,Analyst,40,Male,Divorced,Marketing,3,2,9,8,Yes,4,1,3,1,55800,No
820,R&D-Platform,Representative,21,Female,Single,Human Resources,9,3,3,10,Yes,1,2,3,0,38400,No
821,Sales-East,Senior Analyst,42,Male,Single,Life Sciences,12,4,12,20,Yes,1,3,3,0,97000,Yes
822,Sales-East,Analyst,30,Male,Single,Marketing,24,19,19,15,No,2,4,3,2,106200,No
823,Customer Support,Analyst,40,Male,Married,Life Sciences,22,6,12,10,Yes,1,3,3,1,60900,No
824,HR,Senior Analyst,33,Male,Single,Other,12,0,8,8,No,2,1,3,2,81300,No
825,Finance,Associate,35,Male,Divorced,Business,25,0,9,9,No,3,2,4,0,43700,No
