customer_id,recency_days,frequency,monetary,R,F,M,rfm_score,segment
2468,41,11,17534.65,3,4,5,12,Loyal Customers
2469,39,21,10591.02,3,5,4,12,Loyal Customers
2470,6,8,8385.83,5,3,3,11,Loyal Customers
2471,177,8,17143.89,1,3,5,9,Potential Loyalists
2472,24,15,16763.6,4,5,5,14,Champions
2473,35,8,6262.68,4,3,3,10,Loyal Customers
2474,22,18,8475.15,4,5,3,12,Loyal Customers
2475,70,3,2503.37,3,1,1,5,At Risk
2476,157,5,5731.64,1,1,2,4,Hibernating
2477,55,9,8762.81,3,3,4,10,Loyal Customers
2478,562,4,1597.95,1,1,1,3,Hibernating
2479,17,10,13293.9,5,3,4,12,Loyal Customers
2480,18,9,17472.84,4,3,5,12,Loyal Customers
2481,146,2,404.44,1,1,1,3,Hibernating
2482,155,4,2781.95,1,1,1,3,Hibernating
2483,12,7,6570.34,5,2,3,10,Loyal Customers
2484,79,2,688.61,2,1,1,4,Hibernating
2485,5,11,6397.27,5,4,3,12,Loyal Customers
2486,17,17,10201.46,5,5,4,14,Champions
2487,17,16,11328.869999999999,5,5,4,14,Champions
2488,58,24,16218.61,3,5,5,13,Champions
2489,9,10,27519.6,5,3,5,13,Champions
2490,34,11,6631.86,4,4,3,11,Loyal Customers
2491,567,1,197.7,1,1,1,3,Hibernating
2492,63,7,4381.22,3,2,2,7,Potential Loyalists
2493,48,8,12004.59,3,3,4,10,Loyal Customers
2494,67,3,801.69,3,1,1,5,At Risk
2495,32,15,15484.05,4,5,5,14,Champions
2496,33,10,7385.889999999999,4,3,3,10,Loyal Customers
2497,65,7,5680.67,3,2,2,7,Potential Loyalists
2498,73,3,1415.44,3,1,1,5,At Risk
2499,150,15,9461.51,1,5,4,10,Loyal Customers
2500,22,14,14348.77,4,4,4,12,Loyal Customers
2501,59,4,847.75,3,1,1,5,At Risk
2502,10,11,7423.54,5,4,3,12,Loyal Customers
2503,30,5,3927.19,4,1,2,7,Potential Loyalists
2504,126,14,11848.08,2,4,4,10,Loyal Customers
2505,306,5,1799.6499999999999,1,1,1,3,Hibernating
2506,15,12,10115.04,5,4,4,13,Champions
2507,286,6,6118.91,1,2,3,6,At Risk
2508,144,8,5744.389999999999,1,3,2,6,At Risk
2509,161,7,4815.58,1,2,2,5,At Risk
2510,2,8,15269.67,5,3,5,13,Champions
2511,3,19,13787.94,5,5,4,14,Champions
2512,21,4,3289.1,4,1,1,6,At Risk
2513,398,2,2678.5299999999997,1,1,1,3,Hibernating
2514,48,23,58345.45,3,5,5,13,Champions
2515,6,26,49060.55,5,5,5,15,Champions
2516,27,5,2354.16,4,1,1,6,At Risk
2517,142,4,3016.29,1,1,1,3,Hibernating
2518,43,6,4100.110000000001,3,2,2,7,Potential Loyalists
2519,9,5,4911.01,5,1,2,8,Potential Loyalists
2520,149,9,4321.110000000001,1,3,2,6,At Risk
2521,209,5,2230.04,1,1,1,3,Hibernating
2522,307,3,1921.48,1,1,1,3,Hibernating
2523,18,16,11283.15,4,5,4,13,Champions
2524,175,9,15449.14,1,3,5,9,Potential Loyalists
2525,468,7,3129.74,1,2,1,4,Hibernating
2526,75,5,4220.360000000001,2,1,2,5,At Risk
2527,11,4,1562.91,5,1,1,7,Potential Loyalists
2528,7,19,17326.39,5,5,5,15,Champions
2529,158,3,9894.380000000001,1,1,4,6,At Risk
2530,124,7,2760.7799999999997,2,2,1,5,At Risk
2531,1,8,18106.62,5,3,5,13,Champions
2532,8,5,3355.89,5,1,2,8,Potential Loyalists
2533,16,14,17865.54,5,4,5,14,Champions
2534,100,10,5700.33,2,3,2,7,Potential Loyalists
2535,61,9,5952.78,3,3,3,9,Potential Loyalists
2536,11,14,7993.42,5,4,3,12,Loyal Customers
2537,104,8,5581.25,2,3,2,7,Potential Loyalists
2538,93,8,4622.41,2,3,2,7,Potential Loyalists
2539,40,12,7842.09,3,4,3,10,Loyal Customers
2540,12,13,9581.38,5,4,4,13,Champions
2541,99,7,2328.82,2,2,1,5,At Risk
2542,135,9,6760.85,2,3,3,8,Potential Loyalists
2543,76,2,428.68,2,1,1,4,Hibernating
2544,36,16,9670.89,4,5,4,13,Champions
2545,112,16,15335.070000000002,2,5,5,12,Loyal Customers
2546,3,20,11124.24,5,5,4,14,Champions
2547,26,4,2374.23,4,1,1,6,At Risk
2548,36,14,5800.76,4,4,3,11,Loyal Customers
2549,2,10,18169.48,5,3,5,13,Champions
2550,181,2,4164.06,1,1,2,4,Hibernating
2551,48,11,5279.35,3,4,2,9,Potential Loyalists
2552,8,22,14929.92,5,5,5,15,Champions
2553,91,6,11220.67,2,2,4,8,Potential Loyalists
2554,32,17,28045.829999999998,4,5,5,14,Champions
2555,8,9,5086.58,5,3,2,10,Loyal Customers
2556,78,13,6644.59,2,4,3,9,Potential Loyalists
2557,350,4,1335.31,1,1,1,3,Hibernating
2558,47,14,12606.07,3,4,4,11,Loyal Customers
2559,24,8,8369.86,4,3,3,10,Loyal Customers
2560,22,19,63786.41,4,5,5,14,Champions
2561,17,21,25281.33,5,5,5,15,Champions
2562,24,7,6198.88,4,2,3,9,Potential Loyalists
2563,173,12,16887.25,1,4,5,10,Loyal Customers
2564,36,9,7004.04,4,3,3,10,Loyal Customers
2565,124,9,4203.97,2,3,2,7,Potential Loyalists
2566,284,11,47716.79,1,4,5,10,Loyal Customers
2567,27,14,8006.82,4,4,3,11,Loyal Customers
2568,34,9,5460.6,4,3,2,9,Potential Loyalists
2569,104,12,8895.67,2,4,4,10,Loyal Customers
2570,141,10,9787.21,2,3,4,9,Potential Loyalists
2571,10,19,8990.61,5,5,4,14,Champions
2572,510,2,125.66000000000001,1,1,1,3,Hibernating
2573,190,2,527.22,1,1,1,3,Hibernating
2574,71,9,10570.29,3,3,4,10,Loyal Customers
2575,11,6,2334.31,5,2,1,8,Potential Loyalists
2576,57,10,6154.96,3,3,3,9,Potential Loyalists
2577,52,13,6073.0,3,4,3,10,Loyal Customers
2578,259,3,2770.7400000000002,1,1,1,3,Hibernating
2579,57,11,23004.05,3,4,5,12,Loyal Customers
2580,246,7,3788.43,1,2,2,5,At Risk
2581,17,10,6109.89,5,3,3,11,Loyal Customers
2582,70,8,5678.97,3,3,2,8,Potential Loyalists
2583,1,23,13176.609999999999,5,5,4,14,Champions
2584,88,4,4776.0599999999995,2,1,2,5,At Risk
2585,7,23,14585.77,5,5,5,15,Champions
2586,119,11,2951.11,2,4,1,7,Potential Loyalists
2587,249,3,5922.530000000001,1,1,3,5,At Risk
2588,11,25,210708.38999999998,5,5,5,15,Champions
2589,4,17,50885.89,5,5,5,15,Champions
2590,1,25,11341.36,5,5,4,14,Champions
2591,45,25,17502.64,3,5,5,13,Champions
2592,580,2,1570.8400000000001,1,1,1,3,Hibernating
2593,123,12,6445.66,2,4,3,9,Potential Loyalists
2594,4,12,20487.66,5,4,5,14,Champions
2595,2,12,16944.7,5,4,5,14,Champions
2596,5,14,14706.79,5,4,5,14,Champions
2597,16,12,6060.03,5,4,3,12,Loyal Customers
2598,7,10,6219.85,5,3,3,11,Loyal Customers
2599,20,20,23634.72,4,5,5,14,Champions
2600,225,2,1467.3200000000002,1,1,1,3,Hibernating
2601,53,7,6230.88,3,2,3,8,Potential Loyalists
2602,3,5,9381.78,5,1,4,10,Loyal Customers
2603,23,7,2924.75,4,2,1,7,Potential Loyalists
2604,155,3,3462.99,1,1,2,4,Hibernating
2605,145,5,4054.02,1,1,2,4,Hibernating
2606,219,6,16350.49,1,2,5,8,Potential Loyalists
2607,11,8,5674.4,5,3,2,10,Loyal Customers
2608,74,14,22558.19,3,4,5,12,Loyal Customers
2609,19,10,5332.51,4,3,2,9,Potential Loyalists
2610,17,9,4876.33,5,3,2,10,Loyal Customers
2611,45,21,11554.779999999999,3,5,4,12,Loyal Customers
2612,266,10,16356.140000000001,1,3,5,9,Potential Loyalists
2613,42,16,8762.65,3,5,4,12,Loyal Customers
2614,272,1,597.54,1,1,1,3,Hibernating
2615,2,10,8068.5,5,3,3,11,Loyal Customers
2616,158,8,10559.3,1,3,4,8,Potential Loyalists
2617,7,15,9221.560000000001,5,5,4,14,Champions
2618,52,18,6656.09,3,5,3,11,Loyal Customers
2619,53,19,21701.86,3,5,5,13,Champions
2620,190,5,2297.3,1,1,1,3,Hibernating
2621,2,10,5172.35,5,3,2,10,Loyal Customers
2622,156,8,14716.12,1,3,5,9,Potential Loyalists
2623,605,1,354.51,1,1,1,3,Hibernating
2624,98,3,3281.16,2,1,1,4,Hibernating
2625,58,16,20644.010000000002,3,5,5,13,Champions
2626,37,11,4582.88,4,4,2,10,Loyal Customers
2627,49,12,6839.9400000000005,3,4,3,10,Loyal Customers
2628,29,11,3580.21,4,4,2,10,Loyal Customers
2629,13,6,12781.91,5,2,4,11,Loyal Customers
2630,85,13,5880.5,2,4,3,9,Potential Loyalists
2631,228,5,2863.64,1,1,1,3,Hibernating
2632,369,4,2485.09,1,1,1,3,Hibernating
2633,29,8,6191.3,4,3,3,10,Loyal Customers
2634,21,3,3214.3599999999997,4,1,1,6,At Risk
2635,21,12,6686.37,4,4,3,11,Loyal Customers
2636,34,19,34665.81,4,5,5,14,Champions
2637,32,12,6452.26,4,4,3,11,Loyal Customers
2638,68,19,47143.65,3,5,5,13,Champions
2639,91,5,1093.08,2,1,1,4,Hibernating
2640,3,4,1066.15,5,1,1,7,Potential Loyalists
2641,179,3,959.21,1,1,1,3,Hibernating
2642,358,3,1378.62,1,1,1,3,Hibernating
2643,174,4,1957.17,1,1,1,3,Hibernating
2644,134,3,7670.95,2,1,3,6,At Risk
2645,156,6,4106.13,1,2,2,5,At Risk
2646,1,11,5465.88,5,4,2,11,Loyal Customers
2647,78,10,2221.52,2,3,1,6,At Risk
2648,149,5,6748.9,1,1,3,5,At Risk
2649,7,14,7159.599999999999,5,4,3,12,Loyal Customers
2650,64,15,25061.03,3,5,5,13,Champions
2651,5,21,9839.15,5,5,4,14,Champions
2652,25,15,6071.73,4,5,3,12,Loyal Customers
2653,86,7,27980.050000000003,2,2,5,9,Potential Loyalists
2654,272,6,4547.25,1,2,2,5,At Risk
2655,215,2,2042.06,1,1,1,3,Hibernating
2656,97,11,7501.63,2,4,3,9,Potential Loyalists
2657,48,10,3062.2799999999997,3,3,1,7,Potential Loyalists
2658,88,25,19271.83,2,5,5,12,Loyal Customers
2659,155,5,2881.9300000000003,1,1,1,3,Hibernating
2660,126,9,10987.19,2,3,4,9,Potential Loyalists
2661,105,8,3815.3599999999997,2,3,2,7,Potential Loyalists
2662,6,10,6663.38,5,3,3,11,Loyal Customers
2663,5,17,10181.45,5,5,4,14,Champions
2664,235,4,5174.32,1,1,2,4,Hibernating
2665,70,9,6812.360000000001,3,3,3,9,Potential Loyalists
2666,384,7,2562.08,1,2,1,4,Hibernating
2667,26,12,10900.26,4,4,4,12,Loyal Customers
2668,248,5,4906.65,1,1,2,4,Hibernating
2669,176,15,12544.34,1,5,4,10,Loyal Customers
2670,254,3,1209.9099999999999,1,1,1,3,Hibernating
2671,31,15,19610.93,4,5,5,14,Champions
2672,8,1,1149.87,5,1,1,7,Potential Loyalists
2673,83,1,323.2,2,1,1,4,Hibernating
2674,16,8,4677.71,5,3,2,10,Loyal Customers
2675,49,13,12083.83,3,4,4,11,Loyal Customers
2676,42,7,15231.76,3,2,5,10,Loyal Customers
2677,134,9,4306.0199999999995,2,3,2,7,Potential Loyalists
2678,102,15,6844.9400000000005,2,5,3,10,Loyal Customers
2679,169,7,2588.43,1,2,1,4,Hibernating
2680,97,8,10390.21,2,3,4,9,Potential Loyalists
2681,26,4,6135.58,4,1,3,8,Potential Loyalists
2682,122,10,19922.53,2,3,5,10,Loyal Customers
2683,20,4,3061.3199999999997,4,1,1,6,At Risk
2684,501,2,2964.9300000000003,1,1,1,3,Hibernating
2685,26,8,5496.09,4,3,2,9,Potential Loyalists
2686,176,7,10607.47,1,2,4,7,Potential Loyalists
2687,7,6,3116.2200000000003,5,2,1,8,Potential Loyalists
2688,44,13,23699.35,3,4,5,12,Loyal Customers
2689,135,12,8315.16,2,4,3,9,Potential Loyalists
2690,5,15,10485.29,5,5,4,14,Champions
2691,49,10,19281.48,3,3,5,11,Loyal Customers
2692,11,8,21795.63,5,3,5,13,Champions
2693,58,17,32395.41,3,5,5,13,Champions
2694,185,5,7715.88,1,1,3,5,At Risk
2695,172,5,3307.9,1,1,1,3,Hibernating
2696,39,20,12627.17,3,5,4,12,Loyal Customers
2697,75,10,11488.83,2,3,4,9,Potential Loyalists
2698,28,13,10629.11,4,4,4,12,Loyal Customers
2699,111,5,2841.54,2,1,1,4,Hibernating
2700,5,6,1975.2,5,2,1,8,Potential Loyalists
2701,309,2,992.6500000000001,1,1,1,3,Hibernating
2702,47,16,7490.7,3,5,3,11,Loyal Customers
2703,8,11,6189.320000000001,5,4,3,12,Loyal Customers
2704,10,10,9291.09,5,3,4,12,Loyal Customers
2705,118,12,4651.95,2,4,2,8,Potential Loyalists
2706,72,6,4341.01,3,2,2,7,Potential Loyalists
2707,89,13,6839.8099999999995,2,4,3,9,Potential Loyalists
2708,32,8,72157.27,4,3,5,12,Loyal Customers
2709,1,12,5217.99,5,4,2,11,Loyal Customers
2710,10,11,7003.330000000001,5,4,3,12,Loyal Customers
2711,111,8,3738.94,2,3,2,7,Potential Loyalists
2712,13,30,31230.44,5,5,5,15,Champions
2713,353,1,1062.65,1,1,1,3,Hibernating
2714,203,1,867.36,1,1,1,3,Hibernating
2715,491,2,1915.1,1,1,1,3,Hibernating
2716,132,3,950.36,2,1,1,4,Hibernating
2717,220,6,2429.6800000000003,1,2,1,4,Hibernating
2718,141,4,2335.71,2,1,1,4,Hibernating
2719,7,7,11148.29,5,2,4,11,Loyal Customers
2720,21,23,11781.970000000001,4,5,4,13,Champions
2721,114,4,7528.75,2,1,3,6,At Risk
2722,21,15,5649.68,4,5,2,11,Loyal Customers
2723,11,21,167236.6,5,5,5,15,Champions
2724,187,9,6198.6900000000005,1,3,3,7,Potential Loyalists
2726,9,18,20154.93,5,5,5,15,Champions
2727,48,6,3918.9700000000003,3,2,2,7,Potential Loyalists
2728,52,9,7380.93,3,3,3,9,Potential Loyalists
2729,27,18,402487.3,4,5,5,14,Champions
2730,5,6,23497.269999999997,5,2,5,12,Loyal Customers
2731,58,8,6512.219999999999,3,3,3,9,Potential Loyalists
2732,430,3,672.25,1,1,1,3,Hibernating
2733,159,10,15858.61,1,3,5,9,Potential Loyalists
2734,11,6,3103.38,5,2,1,8,Potential Loyalists
2735,80,14,8250.6,2,4,3,9,Potential Loyalists
2736,131,4,3471.6099999999997,2,1,2,5,At Risk
2737,27,11,6969.49,4,4,3,11,Loyal Customers
2738,255,3,2836.9799999999996,1,1,1,3,Hibernating
2739,1,3,7162.8099999999995,5,1,3,9,Potential Loyalists
2740,105,13,7874.94,2,4,3,9,Potential Loyalists
2741,9,8,9284.51,5,3,4,12,Loyal Customers
2742,199,5,2501.21,1,1,1,3,Hibernating
2743,156,16,8595.77,1,5,3,9,Potential Loyalists
2744,58,17,6685.93,3,5,3,11,Loyal Customers
2745,80,5,7031.22,2,1,3,6,At Risk
2746,42,20,14884.43,3,5,5,13,Champions
2747,13,17,85322.34,5,5,5,15,Champions
2748,69,6,4352.01,3,2,2,7,Potential Loyalists
2749,15,21,11812.16,5,5,4,14,Champions
2750,77,12,9319.19,2,4,4,10,Loyal Customers
2751,24,16,6872.45,4,5,3,12,Loyal Customers
2752,10,21,17783.28,5,5,5,15,Champions
2753,14,4,1906.79,5,1,1,7,Potential Loyalists
2754,11,3,7665.33,5,1,3,9,Potential Loyalists
2755,14,21,28081.19,5,5,5,15,Champions
2756,132,14,12855.84,2,4,4,10,Loyal Customers
2757,16,8,4802.68,5,3,2,10,Loyal Customers
2758,23,14,9853.46,4,4,4,12,Loyal Customers
2759,21,4,2278.25,4,1,1,6,At Risk
2760,51,17,7174.95,3,5,3,11,Loyal Customers
2761,5,16,17827.309999999998,5,5,5,15,Champions
2762,144,6,1850.38,1,2,1,4,Hibernating
2763,251,5,4472.57,1,1,2,4,Hibernating
2764,33,3,1871.77,4,1,1,6,At Risk
2765,23,7,6353.97,4,2,3,9,Potential Loyalists
2766,6,12,8663.0,5,4,3,12,Loyal Customers
2767,25,19,12074.53,4,5,4,13,Champions
2768,23,10,5190.25,4,3,2,9,Potential Loyalists
2769,272,5,3002.57,1,1,1,3,Hibernating
2770,166,10,5751.89,1,3,2,6,At Risk
2771,180,8,7222.290000000001,1,3,3,7,Potential Loyalists
2772,60,18,55989.49,3,5,5,13,Champions
2773,15,18,35426.840000000004,5,5,5,15,Champions
2774,418,2,845.3800000000001,1,1,1,3,Hibernating
2775,302,1,473.63,1,1,1,3,Hibernating
2776,24,16,7284.25,4,5,3,12,Loyal Customers
2777,17,9,4610.77,5,3,2,10,Loyal Customers
2778,17,7,6039.33,5,2,3,10,Loyal Customers
2779,264,3,3765.92,1,1,2,4,Hibernating
2780,95,9,4288.34,2,3,2,7,Potential Loyalists
2781,158,5,1738.54,1,2,1,4,Hibernating
2782,38,4,4095.42,4,1,2,7,Potential Loyalists
2784,1,8,9409.93,5,3,4,12,Loyal Customers
2785,191,3,3259.21,1,1,1,3,Hibernating
2786,2,14,8425.16,5,4,3,12,Loyal Customers
2787,110,4,16732.51,2,1,5,8,Potential Loyalists
2788,49,9,2875.6000000000004,3,3,1,7,Potential Loyalists
2789,12,18,7998.83,5,5,3,13,Champions
2790,150,6,11697.57,1,2,4,7,Potential Loyalists
2791,12,8,3177.1800000000003,5,3,1,9,Potential Loyalists
2792,107,10,25521.04,2,3,5,10,Loyal Customers
2793,38,12,7251.17,4,4,3,11,Loyal Customers
2794,194,6,2432.54,1,2,1,4,Hibernating
2795,85,8,21927.57,2,3,5,10,Loyal Customers
2796,151,9,13026.37,1,3,4,8,Potential Loyalists
2797,420,3,4382.790000000001,1,1,2,4,Hibernating
2798,9,3,2378.19,5,1,1,7,Potential Loyalists
2799,59,9,19136.920000000002,3,3,5,11,Loyal Customers
2800,40,3,2136.78,3,1,1,5,At Risk
2801,57,8,7314.67,3,3,3,9,Potential Loyalists
2802,166,4,2267.98,1,1,1,3,Hibernating
2803,75,8,3830.8100000000004,2,3,2,7,Potential Loyalists
2804,64,11,13708.05,3,4,4,11,Loyal Customers
2805,89,6,3626.5299999999997,2,2,2,6,At Risk
2806,239,2,1943.59,1,1,1,3,Hibernating
2807,78,11,5997.62,2,4,3,9,Potential Loyalists
2808,161,2,1563.79,1,1,1,3,Hibernating
2809,76,5,2383.55,2,2,1,5,At Risk
2810,35,11,5016.51,4,4,2,10,Loyal Customers
2811,33,4,3309.07,4,1,1,6,At Risk
2812,50,10,12772.97,3,3,4,10,Loyal Customers
2813,59,17,7910.05,3,5,3,11,Loyal Customers
2814,30,4,5671.950000000001,4,1,2,7,Potential Loyalists
2815,5,14,5404.26,5,4,2,11,Loyal Customers
2816,23,9,3158.02,4,3,1,8,Potential Loyalists
2817,197,14,16661.97,1,4,5,10,Loyal Customers
2818,152,5,3057.2299999999996,1,2,1,4,Hibernating
2819,8,29,23824.63,5,5,5,15,Champions
2820,45,4,650.14,3,1,1,5,At Risk
2821,12,14,11686.15,5,4,4,13,Champions
2822,93,9,11153.92,2,3,4,9,Potential Loyalists
2823,205,1,2401.81,1,1,1,3,Hibernating
2824,85,4,2879.6000000000004,2,1,1,4,Hibernating
2825,21,13,11135.27,4,4,4,12,Loyal Customers
2826,38,14,7818.41,4,4,3,11,Loyal Customers
2827,5,37,36705.59,5,5,5,15,Champions
2828,13,11,5583.35,5,4,2,11,Loyal Customers
2829,170,6,2293.7,1,2,1,4,Hibernating
2830,239,5,7469.54,1,2,3,6,At Risk
2831,74,2,2502.8,3,1,1,5,At Risk
2832,70,12,8559.59,3,4,3,10,Loyal Customers
2833,23,11,8477.89,4,4,3,11,Loyal Customers
2834,49,10,5144.17,3,3,2,8,Potential Loyalists
2835,19,16,20181.0,4,5,5,14,Champions
2836,57,17,32628.95,3,5,5,13,Champions
2837,84,2,2090.79,2,1,1,4,Hibernating
2838,44,14,7752.820000000001,3,4,3,10,Loyal Customers
2839,27,19,12373.119999999999,4,5,4,13,Champions
2840,99,6,5659.42,2,2,2,6,At Risk
2841,429,5,3002.17,1,2,1,4,Hibernating
2842,87,15,18395.86,2,5,5,12,Loyal Customers
2843,80,18,12964.72,2,5,4,11,Loyal Customers
2844,5,6,6115.62,5,2,3,10,Loyal Customers
2845,158,6,2933.66,1,2,1,4,Hibernating
2846,23,11,5829.77,4,4,3,11,Loyal Customers
2847,27,13,11990.73,4,4,4,12,Loyal Customers
2848,98,12,23685.74,2,4,5,11,Loyal Customers
2849,341,2,3816.13,1,1,2,4,Hibernating
2850,223,5,1308.14,1,2,1,4,Hibernating
2851,85,8,4456.06,2,3,2,7,Potential Loyalists
2852,115,8,4138.18,2,3,2,7,Potential Loyalists
2853,41,17,17455.75,3,5,5,13,Champions
2854,49,10,7637.39,3,3,3,9,Potential Loyalists
2855,232,1,1376.14,1,1,1,3,Hibernating
2856,3,10,6868.47,5,3,3,11,Loyal Customers
2857,4,10,4700.61,5,3,2,10,Loyal Customers
2858,145,8,6554.299999999999,1,3,3,7,Potential Loyalists
2859,3,26,36043.48,5,5,5,15,Champions
2860,14,21,10273.76,5,5,4,14,Champions
2861,13,19,12130.49,5,5,4,14,Champions
2862,7,24,240448.69999999998,5,5,5,15,Champions
2863,8,15,27263.69,5,5,5,15,Champions
2864,54,14,7127.42,3,4,3,10,Loyal Customers
2865,82,6,2501.68,2,2,1,5,At Risk
2866,68,7,2247.2200000000003,3,2,1,6,At Risk
2867,18,10,28532.239999999998,4,3,5,12,Loyal Customers
2868,145,13,4907.11,1,4,2,7,Potential Loyalists
2869,26,9,6676.37,4,3,3,10,Loyal Customers
2870,26,9,14037.619999999999,4,3,4,11,Loyal Customers
2871,15,11,10115.45,5,4,4,13,Champions
2872,40,5,3725.07,3,2,2,7,Potential Loyalists
2873,150,8,30285.58,1,3,5,9,Potential Loyalists
2874,57,9,3173.44,3,3,1,7,Potential Loyalists
2875,131,5,20637.92,2,2,5,9,Potential Loyalists
2876,37,6,2134.86,4,2,1,7,Potential Loyalists
2877,71,4,2716.33,3,1,1,5,At Risk
2878,65,8,3938.91,3,3,2,8,Potential Loyalists
2879,27,9,8348.76,4,3,3,10,Loyal Customers
2880,238,7,3031.35,1,2,1,4,Hibernating
2881,63,15,17539.48,3,5,5,13,Champions
2882,58,16,9682.23,3,5,4,12,Loyal Customers
2883,59,13,9490.1,3,4,4,11,Loyal Customers
2884,12,15,9843.9,5,5,4,14,Champions
2885,465,5,2676.41,1,2,1,4,Hibernating
2886,125,9,4308.86,2,3,2,7,Potential Loyalists
2887,38,17,17129.35,4,5,5,14,Champions
2888,71,5,1638.6999999999998,3,2,1,6,At Risk
2889,435,4,3151.18,1,1,1,3,Hibernating
2890,113,6,6861.18,2,2,3,7,Potential Loyalists
2891,54,4,1555.98,3,1,1,5,At Risk
2892,10,10,6758.49,5,3,3,11,Loyal Customers
2893,38,14,6067.39,4,4,3,11,Loyal Customers
2894,118,10,13956.1,2,3,4,9,Potential Loyalists
2895,231,4,6007.12,1,1,3,5,At Risk
2896,101,14,10215.95,2,4,4,10,Loyal Customers
2897,93,7,6293.76,2,2,3,7,Potential Loyalists
2898,93,7,32065.03,2,2,5,9,Potential Loyalists
2899,137,14,11935.06,2,4,4,10,Loyal Customers
2900,33,4,3955.2,4,1,2,7,Potential Loyalists
2901,24,18,15642.33,4,5,5,14,Champions
2902,46,8,1879.23,3,3,1,7,Potential Loyalists
2903,47,13,6965.36,3,4,3,10,Loyal Customers
2904,34,10,10583.300000000001,4,3,4,11,Loyal Customers
2905,202,4,9589.1,1,1,4,6,At Risk
2906,50,5,3859.3199999999997,3,2,2,7,Potential Loyalists
2907,7,10,4159.97,5,3,2,10,Loyal Customers
2908,16,4,1788.58,5,1,1,7,Potential Loyalists
2909,42,21,13453.11,3,5,4,12,Loyal Customers
2910,41,14,11860.41,3,4,4,11,Loyal Customers
2911,13,9,4194.2,5,3,2,10,Loyal Customers
2912,23,4,3200.1099999999997,4,1,1,6,At Risk
2913,10,15,11239.22,5,5,4,14,Champions
2914,147,4,4063.39,1,1,2,4,Hibernating
2915,80,17,20699.36,2,5,5,12,Loyal Customers
2916,31,13,9396.58,4,4,4,12,Loyal Customers
2917,32,9,8600.31,4,3,3,10,Loyal Customers
2918,237,9,21834.93,1,3,5,9,Potential Loyalists
2919,141,9,4418.28,2,3,2,7,Potential Loyalists
2920,40,7,5776.01,3,2,3,8,Potential Loyalists
2921,69,4,3658.3199999999997,3,1,2,6,At Risk
2922,24,11,13333.789999999999,4,4,4,12,Loyal Customers
2923,5,25,13935.64,5,5,4,14,Champions
2924,1,12,6642.1900000000005,5,4,3,12,Loyal Customers
2925,77,10,21520.989999999998,2,3,5,10,Loyal Customers
2926,29,3,3954.96,4,1,2,7,Potential Loyalists
2927,136,12,10908.83,2,4,4,10,Loyal Customers
2928,29,18,10972.57,4,5,4,13,Champions
2929,20,13,7432.51,4,4,3,11,Loyal Customers
2930,73,7,3548.4700000000003,3,2,2,7,Potential Loyalists
2931,8,6,5210.38,5,2,2,9,Potential Loyalists
2932,326,8,3217.39,1,3,1,5,At Risk
2933,18,11,5216.02,4,4,2,10,Loyal Customers
2934,9,14,5094.99,5,4,2,11,Loyal Customers
2935,55,24,18045.93,3,5,5,13,Champions
2936,14,8,4388.62,5,3,2,10,Loyal Customers
2937,23,7,3274.48,4,2,1,7,Potential Loyalists
2938,20,4,5256.75,4,1,2,7,Potential Loyalists
2939,39,8,5337.110000000001,3,3,2,8,Potential Loyalists
2940,239,4,3572.58,1,1,2,4,Hibernating
2941,91,8,4115.59,2,3,2,7,Potential Loyalists
2942,8,11,22678.33,5,4,5,14,Champions
2943,252,7,12333.789999999999,1,2,4,7,Potential Loyalists
2944,264,2,1166.29,1,1,1,3,Hibernating
2945,67,8,2919.69,3,3,1,7,Potential Loyalists
2946,18,12,8197.35,4,4,3,11,Loyal Customers
2947,82,7,3518.66,2,2,2,6,At Risk
2948,88,6,3303.92,2,2,1,5,At Risk
2949,33,8,15163.210000000001,4,3,5,12,Loyal Customers
2950,73,17,7011.74,3,5,3,11,Loyal Customers
2951,44,10,5504.92,3,3,2,8,Potential Loyalists
2952,33,16,18343.12,4,5,5,14,Champions
2953,54,13,5955.05,3,4,3,10,Loyal Customers
2954,47,6,3013.91,3,2,1,6,At Risk
2955,2,6,1690.78,5,2,1,8,Potential Loyalists
2956,46,25,13829.519999999999,3,5,4,12,Loyal Customers
2957,77,11,5794.75,2,4,3,9,Potential Loyalists
2958,26,16,7090.98,4,5,3,12,Loyal Customers
2959,12,16,7660.33,5,5,3,13,Champions
2960,18,14,5703.54,4,4,2,10,Loyal Customers
2961,54,7,3122.54,3,2,1,6,At Risk
2962,40,9,6540.17,3,3,3,9,Potential Loyalists
2963,35,15,11366.74,4,5,4,13,Champions
2964,341,4,2727.58,1,1,1,3,Hibernating
2965,34,4,4192.08,4,1,2,7,Potential Loyalists
2966,7,10,9596.84,5,3,4,12,Loyal Customers
2967,106,13,16087.67,2,4,5,11,Loyal Customers
2968,35,8,4158.74,4,3,2,9,Potential Loyalists
2969,26,9,4400.92,4,3,2,9,Potential Loyalists
2970,8,8,3683.8900000000003,5,3,2,10,Loyal Customers
2971,114,5,2791.97,2,2,1,5,At Risk
2972,9,6,3730.34,5,2,2,9,Potential Loyalists
2973,38,8,16835.56,4,3,5,12,Loyal Customers
2974,80,22,18392.670000000002,2,5,5,12,Loyal Customers
2975,28,5,3142.88,4,2,1,7,Potential Loyalists
2976,61,4,2103.87,3,1,1,5,At Risk
2977,118,9,2694.3,2,3,1,6,At Risk
