transaction_id,customer_id,region,category,transaction_date,amount,campaign
19691,3455,East,Grocery,2025-07-31,205.3,none
19692,1880,Central,Electronics,2024-09-27,971.47,none
19693,762,North,Grocery,2025-04-02,188.99,none
19694,1156,East,Grocery,2025-05-10,905.02,none
19695,781,West,Electronics,2024-12-10,1578.09,none
19696,1520,East,Apparel,2025-02-08,642.03,none
19697,1847,East,Beauty,2024-02-05,577.69,none
19698,2050,South,Apparel,2024-07-28,212.84,none
19699,1154,West,Beauty,2024-08-29,206.1,none
19700,1211,East,Beauty,2024-07-17,463.32,none
19701,3319,East,Home & Kitchen,2025-02-10,620.13,none
19702,116,South,Beauty,2025-04-05,750.98,none
19703,2283,East,Home & Kitchen,2025-03-16,1262.82,A_flat10
19704,4846,South,Sports,2024-10-07,426.08,none
19705,3969,East,Apparel,2024-08-21,187.89,none
19706,1717,North,Electronics,2025-03-17,2736.5,B_tiered
19707,2848,North,Electronics,2025-09-24,3664.44,none
19708,5113,Central,Sports,2024-06-24,838.41,none
19709,3727,East,Electronics,2024-03-20,2335.73,none
19710,3063,North,Grocery,2024-09-12,547.14,none
19711,2904,South,Sports,2024-06-26,1469.74,none
19712,4666,South,Grocery,2025-08-30,1198.81,none
19713,987,South,Apparel,2025-09-10,1660.09,none
19714,3006,Central,Apparel,2025-02-08,87.27,none
19715,1812,East,Sports,2024-10-18,1512.81,none
19716,2414,Central,Home & Kitchen,2024-10-14,954.02,none
19717,205,West,Home & Kitchen,2024-07-11,450.79,none
19718,4128,North,Electronics,2024-06-01,4596.27,none
19719,936,North,Beauty,2025-01-29,539.58,none
19720,2923,West,Home & Kitchen,2025-03-17,545.91,B_tiered
19721,4816,East,Electronics,2025-02-25,1334.43,none
19722,1329,Central,Apparel,2024-10-21,401.27,none
19723,1691,South,Electronics,2025-07-31,3981.41,none
19724,2101,North,Electronics,2024-08-22,2052.99,none
19725,2822,Central,Electronics,2025-06-08,1474.45,none
19726,1192,East,Apparel,2025-04-12,138.39,none
19727,3835,North,Home & Kitchen,2024-09-20,1803.72,none
19728,3274,North,Electronics,2025-03-05,1436.93,A_flat10
19729,470,West,Apparel,2024-06-05,877.91,none
19730,2630,South,Grocery,2024-06-04,127.71,none
19731,1864,East,Grocery,2024-09-28,307.53,none
19732,1814,East,Electronics,2025-07-14,1761.8,none
19733,5119,South,Beauty,2025-07-23,694.31,none
19734,2098,East,Grocery,2025-07-21,29.92,none
19735,122,South,Apparel,2024-10-09,396.89,none
19736,1837,Central,Sports,2025-03-21,2045.55,B_tiered
19737,3111,South,Electronics,2025-12-15,3962.42,none
19738,2733,South,Sports,2025-03-20,2478.82,B_tiered
19739,390,West,Grocery,2025-07-19,300.58,none
19740,857,South,Beauty,2024-08-01,715.99,none
19741,4011,South,Home & Kitchen,2025-04-04,12258.88,none
19742,37,West,Home & Kitchen,2024-10-17,1441.49,none
19743,1194,West,Grocery,2025-10-10,97.75,none
19744,5108,East,Sports,2025-09-18,556.04,none
19745,3409,Central,Electronics,2025-08-11,4436.8,none
19746,1270,North,Grocery,2025-09-03,332.18,none
19747,983,East,Apparel,2025-01-28,975.86,none
19748,2156,South,Apparel,2025-09-20,2712.39,none
19749,3354,West,Home & Kitchen,2024-01-31,1166.97,none
19750,868,South,Home & Kitchen,2025-09-16,365.25,none
19751,3892,South,Apparel,2025-03-06,1937.84,A_flat10
19752,215,East,Sports,2025-09-06,1085.25,none
19753,983,East,Apparel,2025-06-18,1154.2,none
19754,3066,South,Sports,2024-12-12,579.86,none
19755,3671,North,Grocery,2025-08-11,283.35,none
19756,3497,West,Apparel,2024-09-12,469.32,none
19757,1350,South,Apparel,2024-12-02,1043.96,none
19758,1986,South,Apparel,2025-11-30,1144.45,none
19759,195,West,Apparel,2025-02-08,755.23,none
19760,3,South,Electronics,2025-07-10,5911.05,none
19761,2156,South,Apparel,2024-11-02,2284.1,none
19762,2819,Central,Home & Kitchen,2024-01-11,495.07,none
19763,4275,East,Grocery,2025-12-25,254.99,none
19764,5017,South,Home & Kitchen,2024-04-24,190.43,none
19765,3110,West,Home & Kitchen,2025-02-19,1587.73,none
19766,4251,Central,Beauty,2025-05-14,190.29,none
19767,658,North,Electronics,2025-09-15,390.25,none
19768,4253,Central,Home & Kitchen,2025-07-11,513.55,none
19769,1310,North,Apparel,2025-08-17,67.46,none
19770,2119,Central,Grocery,2024-03-20,505.92,none
19771,107,East,Apparel,2024-09-10,471.25,none
19772,2414,Central,Grocery,2025-02-15,285.43,none
19773,3385,North,Electronics,2025-09-01,926.04,none
19774,1304,Central,Grocery,2025-02-16,43.59,none
19775,4207,South,Grocery,2025-11-11,186.46,none
19776,4831,North,Beauty,2024-10-24,116.95,none
19777,2963,South,Home & Kitchen,2024-09-27,229.37,none
19778,1260,South,Home & Kitchen,2025-02-05,428.4,none
19779,3664,West,Home & Kitchen,2024-03-22,1136.51,none
19780,1517,South,Beauty,2024-02-07,207.57,none
19781,828,North,Electronics,2024-08-06,1258.63,none
19782,1470,South,Electronics,2024-10-28,1464.16,none
19783,2271,Central,Home & Kitchen,2024-10-06,1513.41,none
19784,1170,North,Electronics,2024-05-05,662.56,none
19785,1742,Central,Grocery,2025-09-06,171.53,none
19786,2046,Central,Electronics,2025-03-24,1778.26,B_tiered
19787,3926,North,Home & Kitchen,2024-11-19,1778.11,none
19788,4469,East,Beauty,2025-02-06,363.64,none
19789,4298,East,Beauty,2025-05-02,469.85,none
19790,979,North,Sports,2024-01-03,532.94,none
19791,4214,Central,Electronics,2025-10-27,3705.28,none
19792,3326,West,Grocery,2025-12-02,91.57,none
19793,1229,East,Home & Kitchen,2024-04-02,424.1,none
19794,1941,North,Home & Kitchen,2024-10-20,2752.93,none
19795,1787,West,Electronics,2025-09-04,1592.49,none
19796,2251,East,Grocery,2024-06-11,408.26,none
19797,4404,Central,Apparel,2025-01-15,1577.68,none
19798,2129,North,Apparel,2024-12-28,3034.58,none
19799,284,Central,Grocery,2025-06-08,181.23,none
19800,3832,Central,Grocery,2025-03-22,437.89,B_tiered
19801,4096,Central,Apparel,2024-02-17,491.76,none
19802,2973,West,Beauty,2025-11-23,2123.09,none
19803,2449,East,Apparel,2025-09-04,597.48,none
19804,4024,West,Grocery,2025-11-22,465.77,none
19805,111,East,Electronics,2024-02-14,3395.14,none
19806,3035,South,Apparel,2025-06-10,803.98,none
19807,4967,Central,Beauty,2024-12-07,214.35,none
19808,4136,East,Apparel,2025-07-02,438.29,none
19809,1420,West,Beauty,2024-09-30,111.05,none
19810,4784,Central,Sports,2024-09-15,353.79,none
19811,1037,East,Grocery,2024-11-26,1056.22,none
19812,2838,North,Apparel,2024-08-23,688.53,none
19813,3248,North,Apparel,2025-11-01,248.33,none
19814,176,West,Home & Kitchen,2024-09-17,630.54,none
19815,638,East,Electronics,2024-08-03,3575.94,none
19816,2826,Central,Grocery,2024-10-04,103.74,none
19817,918,North,Apparel,2024-07-28,647.85,none
19818,2171,South,Home & Kitchen,2025-03-11,306.13,A_flat10
19819,3668,Central,Grocery,2024-01-23,4922.93,none
19820,3250,East,Home & Kitchen,2025-01-13,453.24,none
19821,4554,West,Grocery,2025-07-02,277.32,none
19822,4802,East,Home & Kitchen,2024-09-15,192.33,none
19823,4832,East,Beauty,2024-08-05,276.4,none
19824,2027,South,Electronics,2025-07-13,550.39,none
19825,610,East,Home & Kitchen,2024-05-17,1982.77,none
19826,3468,West,Grocery,2025-12-16,141.43,none
19827,4789,Central,Beauty,2025-10-23,638.58,none
19828,4010,North,Grocery,2025-01-29,862.03,none
19829,3623,North,Apparel,2024-01-22,283.07,none
19830,4178,South,Grocery,2024-09-14,701.95,none
19831,2119,Central,Grocery,2025-07-01,283.82,none
19832,2588,South,Beauty,2025-07-03,8867.05,none
19833,1020,West,Apparel,2024-01-21,214.08,none
19834,3492,Central,Electronics,2024-05-17,1040.51,none
19835,1801,West,Grocery,2025-04-03,186.43,none
19836,1382,West,Electronics,2025-03-12,144.84,A_flat10
19837,1294,Central,Grocery,2024-02-27,193.09,none
19838,2636,North,Grocery,2024-07-25,1201.3,none
19839,2800,West,Apparel,2024-10-26,376.8,none
19840,4308,Central,Grocery,2024-05-18,331.68,none
19841,4777,West,Home & Kitchen,2025-02-27,543.69,none
19842,1590,North,Grocery,2025-01-23,95.93,none
19843,1711,East,Beauty,2025-04-20,294.06,none
19844,1449,East,Electronics,2024-03-27,668.16,none
19845,1551,West,Home & Kitchen,2025-03-11,366.35,A_flat10
19846,3789,South,Apparel,2025-01-29,1597.58,none
19847,3270,East,Electronics,2025-04-15,663.65,none
19848,394,East,Apparel,2025-09-22,2799.0,none
19849,2974,West,Sports,2025-09-11,465.19,none
19850,4419,East,Home & Kitchen,2025-06-22,646.38,none
19851,313,West,Grocery,2024-07-14,432.82,none
19852,4719,South,Sports,2025-04-08,929.96,none
19853,1327,North,Electronics,2024-04-06,996.53,none
19854,1691,South,Beauty,2024-02-23,575.74,none
19855,2066,North,Electronics,2024-12-05,1351.94,none
19856,721,East,Electronics,2024-03-05,745.8,none
19857,494,South,Beauty,2025-03-18,410.94,B_tiered
19858,1241,South,Electronics,2025-08-23,398.73,none
19859,28,Central,Apparel,2024-06-14,704.91,none
19860,2995,East,Beauty,2025-07-28,364.16,none
19861,678,Central,Apparel,2024-04-11,327.84,none
19862,470,West,Home & Kitchen,2024-04-15,874.41,none
19863,2925,North,Beauty,2024-04-15,554.89,none
19864,3076,Central,Beauty,2024-12-16,1033.8,none
19865,3430,East,Electronics,2024-10-22,568.91,none
19866,2596,West,Apparel,2025-12-04,1156.37,none
19867,4609,Central,Grocery,2025-03-13,315.47,A_flat10
19868,624,Central,Home & Kitchen,2025-08-08,190.51,none
19869,4094,South,Apparel,2024-04-29,144.5,none
19870,2126,West,Electronics,2024-11-21,548.94,none
19871,4710,East,Beauty,2024-02-07,831.21,none
19872,1213,West,Home & Kitchen,2024-11-04,2119.78,none
19873,4944,East,Apparel,2024-12-02,531.54,none
19874,4518,Central,Grocery,2024-12-16,540.1,none
19875,881,West,Electronics,2025-12-16,3909.82,none
19876,2250,West,Home & Kitchen,2024-01-24,562.15,none
19877,1256,North,Home & Kitchen,2025-04-23,746.84,none
19878,720,South,Electronics,2025-04-14,778.89,none
19879,2002,South,Beauty,2025-10-15,108.83,none
19880,2770,Central,Grocery,2024-11-11,265.68,none
19881,2078,North,Beauty,2025-10-27,741.92,none
19882,1710,West,Grocery,2024-03-21,213.27,none
19883,1691,South,Home & Kitchen,2025-10-06,1641.7,none
19884,821,East,Electronics,2024-01-10,2100.04,none
19885,1151,Central,Beauty,2024-03-22,637.61,none
19886,2742,West,Apparel,2025-03-23,635.25,B_tiered
19887,810,Central,Electronics,2024-12-11,370.6,none
19888,4325,Central,Beauty,2025-03-10,126.82,A_flat10
19889,3827,Central,Grocery,2024-10-16,288.23,none
19890,5152,West,Grocery,2025-07-15,42.8,none
19891,1630,South,Beauty,2025-06-10,101.83,none
19892,926,North,Grocery,2024-03-30,289.6,none
19893,382,South,Electronics,2025-05-01,1232.2,none
19894,1811,North,Electronics,2024-02-16,132.35,none
19895,4801,Central,Electronics,2025-10-17,1724.38,none
19896,3070,West,Electronics,2025-09-04,797.29,none
19897,5000,South,Electronics,2024-05-17,4154.07,none
19898,4762,East,Beauty,2024-03-25,197.44,none
19899,1957,East,Grocery,2024-01-13,261.81,none
19900,2265,Central,Beauty,2024-03-28,594.5,none
19901,1539,West,Apparel,2025-08-07,708.85,none
19902,3857,East,Apparel,2025-11-16,1147.63,none
19903,2958,South,Sports,2025-03-01,140.12,none
19904,328,East,Electronics,2024-03-30,739.65,none
19905,4788,West,Grocery,2025-01-07,516.48,none
19906,4090,Central,Beauty,2024-12-01,2215.05,none
19907,4865,Central,Apparel,2025-08-30,3719.66,none
19908,1289,West,Electronics,2025-10-08,2420.92,none
19909,3920,North,Beauty,2025-04-28,114.49,none
19910,3293,South,Electronics,2024-07-09,196.45,none
19911,616,East,Apparel,2025-10-08,788.75,none
19912,1338,Central,Beauty,2024-11-23,288.76,none
19913,972,East,Grocery,2025-01-31,129.19,none
19914,779,South,Grocery,2025-12-15,620.6,none
19915,3374,East,Beauty,2025-05-08,179.95,none
19916,4512,Central,Electronics,2024-08-02,135.12,none
19917,5146,East,Home & Kitchen,2025-04-08,1672.58,none
19918,1108,West,Electronics,2025-07-12,2512.02,none
19919,3506,East,Electronics,2024-07-29,15842.65,none
19920,396,West,Beauty,2025-04-09,343.19,none
19921,1235,South,Apparel,2025-12-26,1566.26,none
19922,4418,East,Grocery,2025-06-10,695.73,none
19923,4914,South,Apparel,2024-09-17,591.43,none
19924,5057,East,Electronics,2024-09-30,1278.74,none
19925,2399,South,Beauty,2024-06-30,93.41,none
19926,3825,East,Apparel,2025-06-06,273.06,none
19927,1908,East,Sports,2025-11-26,1570.79,none
19928,3642,South,Electronics,2025-02-24,1078.72,none
19929,772,West,Beauty,2024-05-26,989.2,none
19930,611,North,Grocery,2025-09-27,319.43,none
19931,5122,East,Home & Kitchen,2024-01-24,614.7,none
19932,1603,North,Home & Kitchen,2024-07-25,5010.66,none
19933,4681,Central,Electronics,2024-12-24,2934.2,none
19934,114,Central,Electronics,2024-03-01,3026.54,none
19935,4335,North,Grocery,2025-10-06,380.67,none
19936,4886,Central,Electronics,2024-08-25,957.93,none
19937,80,South,Grocery,2024-07-21,1106.98,none
19938,2008,North,Beauty,2025-06-29,1079.81,none
19939,4205,North,Electronics,2025-07-06,977.08,none
19940,23,North,Electronics,2025-01-10,698.92,none
19941,1568,South,Apparel,2024-12-21,1205.35,none
19942,1332,East,Electronics,2025-01-24,563.39,none
19943,675,North,Electronics,2025-02-03,696.15,none
19944,447,East,Grocery,2024-04-19,456.55,none
19945,1287,West,Home & Kitchen,2024-03-18,802.73,none
19946,1020,West,Electronics,2024-04-23,2039.01,none
19947,5078,West,Home & Kitchen,2024-09-11,53.51,none
19948,111,East,Grocery,2024-04-20,118.56,none
19949,652,North,Electronics,2025-09-25,2084.25,none
19950,4200,East,Electronics,2024-11-24,859.83,none
19951,3974,South,Home & Kitchen,2025-11-24,303.43,none
19952,2415,Central,Apparel,2025-01-25,430.91,none
19953,1984,West,Beauty,2025-06-16,271.25,none
19954,1791,South,Grocery,2025-11-20,510.62,none
19955,5072,West,Electronics,2024-01-22,5992.34,none
19956,4517,West,Grocery,2024-08-15,267.91,none
19957,1350,South,Grocery,2025-03-07,681.92,A_flat10
19958,2382,North,Grocery,2024-03-15,806.1,none
19959,3878,South,Home & Kitchen,2024-01-04,446.07,none
19960,4298,East,Apparel,2024-11-30,338.6,none
19961,610,East,Home & Kitchen,2024-05-05,655.76,none
19962,4985,East,Beauty,2025-01-23,256.68,none
19963,4266,North,Grocery,2024-11-23,873.32,none
19964,2595,North,Home & Kitchen,2025-03-10,510.43,A_flat10
19965,2583,West,Grocery,2025-02-20,145.09,none
19966,2615,North,Grocery,2025-10-01,348.82,none
19967,4247,South,Electronics,2024-06-11,290.0,none
19968,2835,South,Grocery,2024-11-11,617.23,none
19969,4231,East,Electronics,2025-08-28,1970.12,none
19970,4499,East,Grocery,2024-02-05,105.04,none
19971,3650,North,Sports,2024-12-20,382.18,none
19972,241,North,Grocery,2025-10-13,140.58,none
19973,2312,West,Electronics,2025-11-22,512.68,none
19974,1321,East,Beauty,2024-10-19,397.15,none
19975,222,South,Electronics,2025-07-08,131.03,none
19976,3369,South,Home & Kitchen,2024-01-17,253.22,none
19977,2649,North,Electronics,2024-01-12,1511.81,none
19978,319,West,Electronics,2024-07-28,441.59,none
19979,3230,East,Home & Kitchen,2024-05-14,779.51,none
19980,962,Central,Apparel,2024-11-28,2985.03,none
19981,4890,Central,Electronics,2025-01-28,1112.3,none
19982,3623,North,Home & Kitchen,2025-11-15,765.16,none
19983,19,West,Sports,2024-01-08,633.71,none
19984,4541,North,Beauty,2024-02-02,263.57,none
19985,336,West,Apparel,2024-02-01,887.84,none
19986,59,North,Apparel,2025-09-29,1277.92,none
19987,2044,West,Apparel,2024-06-23,530.93,none
19988,790,West,Electronics,2024-03-07,1839.47,none
19989,4260,North,Sports,2024-08-05,605.02,none
19990,4930,West,Electronics,2025-04-22,18178.79,none
19991,4080,South,Sports,2024-08-16,425.66,none
19992,1904,South,Grocery,2024-04-20,321.67,none
19993,1505,South,Apparel,2024-11-08,2443.9,none
19994,1770,South,Electronics,2024-09-05,1098.85,none
19995,439,East,Grocery,2024-06-25,392.7,none
19996,4711,North,Beauty,2025-09-20,291.19,none
19997,1260,South,Grocery,2024-12-24,200.06,none
19998,1291,West,Grocery,2025-03-10,2454.24,A_flat10
19999,3724,North,Beauty,2024-06-27,363.97,none
20000,3205,North,Beauty,2025-09-04,3323.72,none
20001,5001,East,Electronics,2025-10-15,387.44,none
20002,5110,South,Beauty,2024-07-03,381.17,none
20003,2159,East,Beauty,2025-05-19,4603.75,none
20004,4801,Central,Beauty,2024-12-16,145.55,none
20005,4983,North,Grocery,2025-04-12,218.2,none
20006,4459,North,Electronics,2024-05-29,1032.95,none
20007,4862,East,Beauty,2025-12-05,401.76,none
20008,3115,Central,Grocery,2025-09-14,324.4,none
20009,573,North,Grocery,2024-11-27,153.37,none
20010,4480,East,Home & Kitchen,2025-02-08,735.18,none
20011,1583,North,Apparel,2024-12-12,12913.46,none
20012,4825,East,Electronics,2025-01-21,1413.51,none
20013,2682,West,Electronics,2024-08-20,4420.14,none
20014,2528,Central,Grocery,2024-07-27,323.33,none
20015,4334,West,Apparel,2024-04-16,867.87,none
20016,2003,West,Beauty,2024-03-18,397.96,none
20017,535,West,Beauty,2025-12-02,1515.95,none
20018,4082,East,Grocery,2025-01-19,11.6,none
20019,1498,Central,Grocery,2025-02-08,393.23,none
20020,4410,West,Electronics,2024-04-21,3271.49,none
20021,4773,Central,Apparel,2025-02-10,549.48,none
20022,2024,North,Beauty,2024-02-23,193.38,none
20023,3484,South,Apparel,2025-03-13,382.66,A_flat10
20024,89,East,Grocery,2025-06-05,67.03,none
20025,4134,West,Sports,2025-04-15,222.49,none
20026,2374,Central,Electronics,2025-06-03,369.51,none
20027,1368,West,Grocery,2024-05-15,2229.95,none
20028,4562,East,Grocery,2024-01-30,365.09,none
20029,2116,South,Home & Kitchen,2025-05-03,1086.25,none
20030,4288,East,Grocery,2025-08-20,34.08,none
20031,2177,East,Beauty,2024-02-16,239.06,none
20032,4953,North,Home & Kitchen,2025-10-29,791.17,none
20033,3484,South,Electronics,2025-04-19,501.69,none
20034,3468,West,Apparel,2025-09-28,662.46,none
20035,618,West,Beauty,2025-01-05,160.29,none
20036,3889,Central,Electronics,2024-06-05,5164.64,none
20037,2689,North,Home & Kitchen,2025-01-11,255.07,none
20038,3736,Central,Apparel,2025-07-10,895.98,none
20039,4520,East,Electronics,2025-10-27,1296.84,none
20040,3652,West,Grocery,2025-05-13,354.06,none
20041,2575,South,Grocery,2024-11-05,532.83,none
20042,4442,North,Electronics,2025-05-03,1242.57,none
20043,3834,Central,Electronics,2024-10-15,2250.2,none
20044,3985,South,Electronics,2024-03-06,2166.73,none
20045,4750,West,Sports,2024-09-03,527.7,none
20046,699,Central,Home & Kitchen,2024-11-07,797.44,none
20047,2575,South,Grocery,2024-10-30,81.63,none
20048,619,South,Grocery,2024-01-05,332.47,none
20049,3901,West,Apparel,2024-07-13,97.24,none
20050,2235,East,Grocery,2025-12-16,646.74,none
20051,3748,South,Beauty,2025-12-27,92.77,none
20052,610,East,Grocery,2024-06-24,309.8,none
20053,3221,West,Grocery,2024-09-09,390.95,none
20054,565,South,Grocery,2025-12-02,187.49,none
20055,1828,South,Grocery,2024-05-23,149.89,none
20056,2772,North,Electronics,2025-07-16,9832.72,none
20057,3602,East,Home & Kitchen,2025-01-28,263.4,none
20058,2585,West,Electronics,2024-06-03,841.07,none
20059,3800,East,Apparel,2025-09-15,61.26,none
20060,884,Central,Beauty,2024-11-08,327.72,none
20061,3334,North,Electronics,2024-08-07,1432.82,none
20062,1987,Central,Electronics,2025-03-12,5121.6,A_flat10
20063,784,South,Electronics,2025-01-10,1230.76,none
20064,4447,North,Beauty,2024-02-01,220.12,none
20065,5087,North,Home & Kitchen,2024-05-08,3099.78,none
20066,1238,South,Apparel,2025-02-08,271.65,none
20067,802,East,Electronics,2025-07-03,207.42,none
20068,3984,South,Apparel,2024-09-11,274.65,none
20069,5157,South,Grocery,2025-11-02,423.68,none
20070,2167,South,Home & Kitchen,2024-02-29,3731.63,none
20071,4117,South,Apparel,2024-10-30,832.95,none
20072,746,East,Apparel,2025-05-22,520.61,none
20073,1180,Central,Beauty,2024-04-17,1500.49,none
20074,713,South,Grocery,2025-02-17,285.47,none
20075,3463,East,Grocery,2025-12-29,9418.92,none
20076,3052,East,Apparel,2025-08-15,997.69,none
20077,3440,East,Electronics,2024-09-29,1439.88,none
20078,860,South,Home & Kitchen,2025-10-20,428.49,none
20079,411,West,Apparel,2025-08-05,324.31,none
20080,2763,North,Sports,2024-05-22,372.57,none
20081,2744,North,Apparel,2025-04-30,331.54,none
20082,2182,South,Apparel,2025-04-23,223.64,none
20083,3550,Central,Home & Kitchen,2024-08-30,402.21,none
20084,2168,North,Grocery,2024-08-21,132.35,none
20085,4461,South,Home & Kitchen,2024-06-19,897.49,none
20086,4051,East,Home & Kitchen,2025-02-13,1682.18,none
20087,1734,North,Home & Kitchen,2024-03-29,75.36,none
20088,4666,South,Electronics,2024-04-21,798.61,none
20089,2542,North,Apparel,2025-08-18,264.47,none
20090,2398,Central,Electronics,2024-06-30,1922.94,none
20091,3751,South,Electronics,2025-03-26,1601.1,B_tiered
20092,4988,West,Electronics,2025-08-15,961.22,none
20093,173,East,Apparel,2024-01-13,726.01,none
20094,891,West,Electronics,2024-06-01,1226.74,none
20095,4194,West,Grocery,2024-01-30,914.56,none
20096,2284,West,Apparel,2024-10-10,414.39,none
20097,4475,South,Apparel,2024-08-01,235.44,none
20098,1819,North,Sports,2025-09-15,1767.79,none
20099,5085,East,Beauty,2025-08-28,1335.08,none
20100,1115,North,Electronics,2024-07-11,1967.68,none
20101,4950,North,Grocery,2024-08-18,211.14,none
20102,4110,West,Electronics,2025-01-19,772.04,none
20103,5077,West,Home & Kitchen,2025-02-03,604.41,none
20104,824,Central,Apparel,2024-05-08,119.26,none
20105,1830,Central,Grocery,2025-05-14,478.05,none
20106,1007,East,Electronics,2024-05-26,506.13,none
20107,4326,Central,Sports,2025-10-22,210.85,none
20108,1386,South,Electronics,2024-06-21,229.61,none
20109,2722,East,Grocery,2025-12-10,377.81,none
20110,980,North,Apparel,2024-07-22,1248.03,none
20111,3680,South,Electronics,2024-08-19,495.14,none
20112,3865,South,Grocery,2024-03-20,386.61,none
20113,577,North,Grocery,2024-01-14,1155.8,none
20114,3566,South,Grocery,2025-03-03,317.74,A_flat10
20115,843,West,Beauty,2025-08-24,246.8,none
20116,4978,South,Apparel,2024-11-17,918.22,none
20117,4588,West,Beauty,2024-03-01,502.45,none
20118,1030,Central,Grocery,2024-01-15,1162.67,none
20119,1757,South,Home & Kitchen,2025-05-03,567.58,none
20120,3093,West,Sports,2024-01-26,749.51,none
20121,4199,South,Grocery,2024-01-20,529.94,none
20122,4922,South,Apparel,2025-07-01,4966.69,none
20123,2171,South,Beauty,2025-05-16,164.87,none
20124,2523,Central,Electronics,2025-08-27,1968.89,none
20125,795,South,Apparel,2024-12-24,920.5,none
20126,1809,North,Electronics,2025-12-19,4190.92,none
20127,5164,North,Grocery,2024-02-05,394.84,none
20128,4893,Central,Electronics,2024-02-10,590.24,none
20129,2140,Central,Grocery,2024-11-23,391.36,none
20130,1156,East,Electronics,2024-12-26,2695.8,none
20131,2975,East,Electronics,2025-11-08,954.08,none
20132,2192,North,Apparel,2024-03-05,213.93,none
20133,3918,Central,Electronics,2025-10-13,1326.39,none
20134,3274,North,Electronics,2025-02-13,401.56,none
20135,3435,South,Sports,2025-06-06,201.16,none
20136,1933,West,Grocery,2025-04-12,175.14,none
20137,3202,North,Grocery,2025-05-05,265.86,none
20138,3588,North,Apparel,2025-01-25,334.22,none
20139,3366,South,Apparel,2025-03-06,466.51,A_flat10
20140,3618,Central,Electronics,2024-06-15,31929.3,none
20141,4643,South,Electronics,2025-03-22,4144.95,B_tiered
20142,1386,South,Apparel,2024-11-23,325.45,none
20143,792,South,Electronics,2025-08-25,351.94,none
20144,181,South,Grocery,2024-12-01,211.22,none
20145,3638,West,Home & Kitchen,2024-07-05,266.19,none
20146,1733,Central,Sports,2025-11-02,840.35,none
20147,2609,North,Beauty,2024-12-03,638.95,none
20148,371,Central,Electronics,2024-06-29,3912.46,none
20149,4833,West,Home & Kitchen,2024-09-09,173.31,none
20150,3058,Central,Home & Kitchen,2024-12-31,1182.76,none
20151,622,West,Beauty,2024-10-13,599.44,none
20152,2102,North,Home & Kitchen,2025-10-01,681.97,none
20153,1609,Central,Sports,2024-06-04,267.5,none
20154,4515,Central,Home & Kitchen,2024-10-05,16969.52,none
20155,4568,North,Grocery,2024-03-08,188.29,none
20156,4115,West,Electronics,2024-10-29,560.34,none
20157,2003,West,Electronics,2025-02-14,3392.54,none
20158,4922,South,Home & Kitchen,2024-06-21,3096.07,none
20159,1419,West,Beauty,2025-02-24,852.49,none
20160,3438,East,Grocery,2025-04-05,344.58,none
20161,2707,East,Electronics,2025-07-28,294.42,none
20162,2264,West,Beauty,2024-10-14,625.58,none
20163,955,South,Beauty,2024-09-30,3249.93,none
20164,1239,South,Beauty,2025-07-28,234.14,none
20165,4279,South,Grocery,2024-11-28,202.03,none
20166,3475,South,Grocery,2025-03-27,194.25,B_tiered
20167,4857,South,Beauty,2025-11-07,1248.72,none
20168,3542,South,Home & Kitchen,2025-03-02,1875.58,none
20169,317,West,Apparel,2025-10-12,382.2,none
20170,583,North,Electronics,2025-05-25,1316.15,none
20171,3764,East,Grocery,2024-07-23,285.92,none
20172,1296,North,Apparel,2024-02-03,738.78,none
20173,1286,West,Electronics,2025-12-18,2877.04,none
20174,2102,North,Apparel,2024-06-22,727.76,none
20175,3875,West,Electronics,2025-10-22,8139.55,none
20176,3315,West,Home & Kitchen,2024-09-23,451.78,none
20177,984,South,Sports,2024-03-17,606.9,none
20178,4676,Central,Apparel,2025-08-09,492.48,none
20179,5065,West,Sports,2025-04-14,1249.15,none
20180,4121,Central,Grocery,2024-02-18,459.18,none
20181,978,South,Home & Kitchen,2024-07-10,84.91,none
20182,4130,East,Electronics,2024-08-24,4123.69,none
20183,2696,Central,Apparel,2025-04-16,180.21,none
20184,145,South,Electronics,2025-05-24,399.71,none
20185,3469,West,Beauty,2025-04-11,86.77,none
20186,5092,South,Home & Kitchen,2025-03-24,497.39,B_tiered
20187,2233,West,Apparel,2025-11-13,2314.72,none
20188,328,East,Electronics,2025-08-05,1149.15,none
20189,1194,West,Grocery,2025-07-06,439.49,none
20190,2899,West,Grocery,2024-10-26,42.35,none
20191,4118,East,Electronics,2025-01-01,1874.57,none
20192,941,West,Apparel,2024-06-26,80.48,none
20193,1132,Central,Electronics,2025-03-02,739.38,none
20194,4809,East,Grocery,2024-12-04,104.47,none
20195,4596,North,Beauty,2025-10-21,439.58,none
20196,4773,Central,Beauty,2024-09-08,970.99,none
20197,894,Central,Home & Kitchen,2024-09-02,468.21,none
20198,4862,East,Beauty,2024-09-15,416.19,none
20199,1756,Central,Sports,2024-09-13,246.09,none
20200,2668,East,Beauty,2025-01-23,312.14,none
20201,2360,Central,Grocery,2024-02-22,340.02,none
20202,5097,North,Grocery,2024-09-13,1069.28,none
20203,1356,North,Electronics,2025-09-13,1164.31,none
20204,4996,North,Apparel,2024-04-06,423.32,none
20205,5002,South,Apparel,2025-09-20,646.69,none
20206,4783,South,Beauty,2024-01-28,672.42,none
20207,1850,North,Electronics,2025-07-01,884.46,none
